policy_number,product_code,trans_date,from_date,to_date,agent,class_of_business,client_type,renewal_frequency,branch
pol000005376,prod00002,2021-02-18 10:27:20.650,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00003,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:27:20.650,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00004,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:27:20.650,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00002,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:51:30.240,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00003,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:51:30.240,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00004,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:51:30.240,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00001,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 10:51:30.240,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00009,cob00002,ct0001,rf0005,br00002
pol000009658,prod00027,2021-02-18 10:59:54.020,2020-11-01 00:00:00.000,2021-02-28 00:00:00.000,ag00012,cob00031,ct0001,rf0001,br00006
pol000007771,prod00015,2021-02-18 11:02:57.500,2021-02-04 00:00:00.000,2021-06-03 00:00:00.000,ag00110,cob00034,ct0001,rf0001,br00001
pol000009667,prod00027,2021-02-18 11:07:01.510,2021-01-23 00:00:00.000,2021-05-22 00:00:00.000,ag00123,cob00031,ct0001,rf0001,br00006
pol000009505,prod00015,2021-02-18 11:07:47.497,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00034,ct0001,rf0002,br00005
pol000009505,prod00015,2021-02-18 11:07:47.497,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00022,ct0001,rf0002,br00005
pol000007754,prod00015,2021-02-18 11:09:07.373,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00146,cob00034,ct0001,rf0005,br00001
pol000005376,prod00002,2021-02-18 11:31:45.953,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00009,cob00003,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 11:31:45.953,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00009,cob00002,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 11:31:45.953,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00009,cob00004,ct0001,rf0005,br00002
pol000005376,prod00002,2021-02-18 11:31:45.953,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00009,cob00001,ct0001,rf0005,br00002
pol000005955,prod00015,2021-02-18 11:48:20.850,2021-02-16 00:00:00.000,2021-03-31 00:00:00.000,ag00005,cob00034,ct0001,rf0003,br00002
pol000005835,prod00015,2021-02-18 11:50:12.023,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00003,cob00034,ct0001,rf0003,br00002
pol000005766,prod00021,2021-02-18 12:03:18.000,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00003,cob00026,ct0003,rf0001,br00002
pol000007993,prod00015,2021-02-18 12:05:34.063,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00083,cob00034,ct0001,rf0002,br00001
pol000006123,prod00015,2021-02-18 13:06:59.723,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000005958,prod00015,2021-02-18 13:41:31.097,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000005958,prod00015,2021-02-18 13:41:31.097,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00004,cob00022,ct0001,rf0005,br00002
pol000009504,prod00015,2021-02-18 13:54:13.693,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00034,ct0001,rf0002,br00005
pol000009504,prod00015,2021-02-18 13:54:13.693,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00022,ct0001,rf0002,br00005
pol000011038,prod00027,2021-02-18 14:09:09.917,2020-02-04 00:00:00.000,2021-02-03 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000010986,prod00013,2021-02-18 14:46:46.440,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00021,ct0001,rf0002,br00005
pol000009630,prod00034,2021-02-18 15:01:41.647,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00036,ct0001,rf0002,br00005
pol000009542,prod00018,2021-02-18 15:07:31.297,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00023,ct0001,rf0002,br00005
pol000009804,prod00015,2021-02-18 16:35:11.123,2021-02-06 00:00:00.000,2021-06-05 00:00:00.000,ag00079,cob00034,ct0003,rf0001,br00006
pol000008012,prod00015,2021-02-18 17:37:18.150,2021-02-01 00:00:00.000,2021-06-30 00:00:00.000,ag00024,cob00034,ct0001,rf0003,br00001
pol000007125,prod00002,2021-02-19 08:28:54.450,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00024,cob00004,ct0001,rf0003,br00001
pol000008084,prod00018,2021-02-19 08:36:26.880,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00024,cob00023,ct0001,rf0003,br00001
pol000006985,prod00034,2021-02-19 08:53:06.100,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00036,ct0001,rf0002,br00002
pol000008017,prod00015,2021-02-19 09:11:37.033,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00024,cob00034,ct0001,rf0003,br00001
pol000007722,prod00012,2021-02-19 09:16:41.953,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00024,cob00016,ct0001,rf0003,br00001
pol000006174,prod00018,2021-02-19 09:27:34.943,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00004,cob00023,ct0001,rf0005,br00002
pol000005382,prod00002,2021-02-19 09:46:52.023,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005382,prod00002,2021-02-19 09:46:52.023,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00006,ct0001,rf0002,br00002
pol000007048,prod00015,2021-02-19 10:01:13.863,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00068,cob00034,ct0001,rf0001,br00004
pol000006174,prod00018,2021-02-19 10:36:15.550,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00023,ct0001,rf0005,br00002
pol000007821,prod00015,2021-02-19 10:56:43.140,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00024,cob00034,ct0001,rf0001,br00001
pol000007267,prod00027,2021-02-19 11:02:24.537,2021-01-24 00:00:00.000,2022-01-23 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000007487,prod00027,2021-02-19 11:21:15.033,2021-03-17 00:00:00.000,2022-03-16 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000007287,prod00027,2021-02-19 11:33:40.630,2021-03-14 00:00:00.000,2022-03-13 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009800,prod00027,2021-02-19 11:51:21.137,2021-02-03 00:00:00.000,2021-06-02 00:00:00.000,ag00126,cob00031,ct0003,rf0001,br00006
pol000009221,prod00027,2021-02-19 11:58:10.553,2021-01-28 00:00:00.000,2022-01-27 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009648,prod00002,2021-02-19 15:38:09.243,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00004,ct0001,rf0002,br00006
pol000009648,prod00002,2021-02-19 15:38:09.243,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00003,ct0001,rf0002,br00006
pol000009648,prod00002,2021-02-19 15:38:09.243,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00002,ct0001,rf0002,br00006
pol000009648,prod00002,2021-02-19 15:38:09.243,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00006,ct0001,rf0002,br00006
pol000009648,prod00002,2021-02-19 15:38:09.243,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00001,ct0001,rf0002,br00006
pol000009384,prod00002,2021-02-19 16:48:56.900,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00001,ct0001,rf0002,br00005
pol000009384,prod00002,2021-02-19 16:48:56.900,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00004,ct0001,rf0002,br00005
pol000009384,prod00002,2021-02-19 16:48:56.900,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00003,ct0001,rf0002,br00005
pol000007946,prod00015,2021-02-19 17:35:43.420,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00013,cob00034,ct0001,rf0002,br00001
pol000006091,prod00015,2021-02-23 00:44:48.800,2020-11-01 00:00:00.000,2020-12-31 00:00:00.000,ag00003,cob00034,ct0001,rf0005,br00002
pol000006091,prod00015,2021-02-23 00:48:27.583,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00003,cob00034,ct0001,rf0005,br00002
pol000006091,prod00015,2021-02-23 00:55:23.170,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00003,cob00034,ct0001,rf0005,br00002
pol000005360,prod00002,2021-02-23 09:21:16.013,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00001,ct0001,rf0005,br00002
pol000005360,prod00002,2021-02-23 09:21:16.013,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00003,ct0001,rf0005,br00002
pol000005360,prod00002,2021-02-23 09:21:16.013,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00004,ct0001,rf0005,br00002
pol000007216,prod00027,2021-02-23 10:08:35.783,2021-02-23 00:00:00.000,2021-06-22 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000005674,prod00027,2021-02-23 10:20:32.020,2020-07-21 00:00:00.000,2020-11-20 00:00:00.000,ag00050,cob00031,ct0003,rf0001,br00002
pol000009780,prod00015,2021-02-23 11:24:42.227,2021-02-21 00:00:00.000,2022-02-20 00:00:00.000,ag00226,cob00034,ct0001,rf0002,br00006
pol000009741,prod00021,2021-02-23 11:32:20.723,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00078,cob00026,ct0003,rf0003,br00006
pol000009741,prod00021,2021-02-23 11:32:20.723,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00078,cob00027,ct0003,rf0003,br00006
pol000005738,prod00012,2021-02-23 11:56:15.320,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00016,ct0001,rf0005,br00002
pol000005981,prod00015,2021-02-23 12:27:05.623,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00004,cob00034,ct0001,rf0003,br00002
pol000007393,prod00027,2021-02-23 14:35:28.943,2020-09-13 00:00:00.000,2021-09-12 00:00:00.000,ag00083,cob00031,ct0003,rf0002,br00001
pol000005928,prod00015,2021-02-23 14:39:48.910,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00011,cob00034,ct0001,rf0001,br00002
pol000009825,prod00021,2021-02-23 15:13:59.830,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00078,cob00026,ct0003,rf0003,br00006
pol000010709,prod00027,2021-02-23 16:58:09.450,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00044,cob00031,ct0003,rf0001,br00009
pol000007666,prod00027,2021-02-24 09:13:16.377,2021-02-10 00:00:00.000,2022-02-09 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009753,prod00015,2021-02-24 10:39:27.073,2020-12-30 00:00:00.000,2021-01-31 00:00:00.000,ag00033,cob00034,ct0001,rf0002,br00006
pol000007040,prod00014,2021-02-24 11:29:17.353,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00016,cob00004,ct0001,rf0001,br00004
pol000007651,prod00012,2021-02-24 11:35:41.060,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00016,ct0001,rf0005,br00001
pol000007696,prod00013,2021-02-24 11:43:49.683,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00021,ct0001,rf0005,br00001
pol000008075,prod00018,2021-02-24 11:47:44.620,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00023,ct0001,rf0005,br00001
pol000008561,prod00027,2021-02-24 12:00:09.670,2021-02-03 00:00:00.000,2021-06-02 00:00:00.000,ag00067,cob00031,ct0003,rf0001,br00001
pol000007723,prod00015,2021-02-24 12:24:49.553,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00034,ct0001,rf0005,br00001
pol000007063,prod00005,2021-02-24 12:38:31.667,2020-12-15 00:00:00.000,2020-12-31 00:00:00.000,ag00068,cob00009,ct0003,rf0001,br00004
pol000007063,prod00005,2021-02-24 12:38:31.667,2020-12-15 00:00:00.000,2020-12-31 00:00:00.000,ag00068,cob00031,ct0003,rf0001,br00004
pol000009753,prod00015,2021-02-24 12:50:57.497,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00033,cob00034,ct0001,rf0002,br00006
pol000007091,prod00002,2021-02-24 13:00:42.957,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00002,ct0001,rf0005,br00001
pol000007091,prod00002,2021-02-24 13:00:42.957,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00003,ct0001,rf0005,br00001
pol000007091,prod00002,2021-02-24 13:00:42.957,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00004,ct0001,rf0005,br00001
pol000007091,prod00002,2021-02-24 13:00:42.957,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00021,cob00001,ct0001,rf0005,br00001
pol000007540,prod00027,2021-02-24 14:54:18.423,2021-02-09 00:00:00.000,2021-06-08 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000009506,prod00015,2021-02-24 14:55:22.497,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00029,cob00034,ct0001,rf0002,br00005
pol000007856,prod00015,2021-02-24 15:02:14.837,2020-03-27 00:00:00.000,2020-07-26 00:00:00.000,ag00061,cob00034,ct0001,rf0001,br00001
pol000007855,prod00015,2021-02-24 15:03:56.817,2020-03-27 00:00:00.000,2020-07-26 00:00:00.000,ag00061,cob00034,ct0001,rf0001,br00001
pol000007929,prod00015,2021-02-24 15:06:28.863,2020-03-22 00:00:00.000,2020-07-21 00:00:00.000,ag00061,cob00034,ct0001,rf0001,br00001
pol000007859,prod00015,2021-02-24 15:08:57.917,2020-03-23 00:00:00.000,2020-07-22 00:00:00.000,ag00061,cob00034,ct0001,rf0001,br00001
pol000007268,prod00027,2021-02-24 15:23:29.050,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000007481,prod00027,2021-02-25 09:09:16.690,2021-02-13 00:00:00.000,2022-02-12 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009408,prod00027,2021-02-25 09:15:27.543,2020-06-04 00:00:00.000,2021-02-03 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00005
pol000009408,prod00027,2021-02-25 09:35:55.120,2021-02-04 00:00:00.000,2021-06-30 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00005
pol000007361,prod00027,2021-02-25 11:19:13.967,2021-03-02 00:00:00.000,2021-11-06 00:00:00.000,ag00112,cob00031,ct0001,rf0004,br00001
pol000011038,prod00027,2021-02-25 11:41:52.523,2020-02-04 00:00:00.000,2021-02-03 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000008244,prod00005,2021-02-25 11:43:08.583,2021-02-08 00:00:00.000,2021-06-07 00:00:00.000,ag00068,cob00031,ct0003,rf0001,br00004
pol000008244,prod00005,2021-02-25 11:43:08.583,2021-02-08 00:00:00.000,2021-06-07 00:00:00.000,ag00068,cob00009,ct0003,rf0001,br00004
pol000007667,prod00027,2021-02-25 11:55:11.933,2021-02-12 00:00:00.000,2021-06-11 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007924,prod00015,2021-02-25 12:16:16.640,2021-04-02 00:00:00.000,2021-11-01 00:00:00.000,ag00023,cob00034,ct0001,rf0004,br00001
pol000007801,prod00015,2021-02-25 12:30:36.770,2020-11-01 00:00:00.000,2021-01-31 00:00:00.000,ag00023,cob00034,ct0001,rf0003,br00001
pol000007013,prod00006,2021-02-25 12:58:46.923,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00016,cob00001,ct0001,rf0001,br00004
pol000007411,prod00027,2021-02-25 14:05:14.203,2021-03-14 00:00:00.000,2021-07-13 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007411,prod00027,2021-02-25 14:12:44.873,2021-03-14 00:00:00.000,2021-07-13 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007050,prod00015,2021-02-25 14:16:23.187,2020-11-01 00:00:00.000,2020-11-30 00:00:00.000,ag00068,cob00034,ct0001,rf0005,br00004
pol000007050,prod00015,2021-02-25 14:20:42.920,2020-12-01 00:00:00.000,2020-12-31 00:00:00.000,ag00068,cob00034,ct0001,rf0005,br00004
pol000007050,prod00015,2021-02-25 15:22:27.647,2021-01-01 00:00:00.000,2021-01-31 00:00:00.000,ag00068,cob00034,ct0001,rf0005,br00004
pol000005760,prod00012,2021-02-26 08:58:41.363,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00008,cob00016,ct0001,rf0005,br00002
pol000006099,prod00015,2021-02-26 09:48:58.337,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00008,cob00034,ct0001,rf0005,br00002
pol000005608,prod00027,2021-02-26 10:10:12.583,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00007,cob00031,ct0003,rf0005,br00002
pol000005787,prod00012,2021-02-26 10:26:29.097,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00016,ct0001,rf0005,br00002
pol000006085,prod00015,2021-02-26 10:34:00.463,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000007263,prod00027,2021-02-26 10:50:17.280,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00002,cob00031,ct0003,rf0001,br00001
pol000010201,prod00015,2021-02-26 10:57:39.330,2021-02-01 00:00:00.000,2022-01-31 00:00:00.000,ag00043,cob00034,ct0001,rf0002,br00007
pol000006080,prod00015,2021-02-26 11:18:27.083,2021-02-17 00:00:00.000,2021-04-30 00:00:00.000,ag00003,cob00034,ct0001,rf0002,br00002
pol000007967,prod00015,2021-02-26 11:32:15.227,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00013,cob00034,ct0001,rf0001,br00001
pol000005456,prod00027,2021-02-26 11:40:57.027,2021-02-23 00:00:00.000,2021-06-22 00:00:00.000,ag00004,cob00031,ct0003,rf0001,br00002
pol000005504,prod00027,2021-02-26 11:56:56.250,2021-02-01 00:00:00.000,2021-07-31 00:00:00.000,ag00008,cob00031,ct0001,rf0004,br00002
pol000007506,prod00027,2021-02-26 12:01:28.403,2021-02-16 00:00:00.000,2021-06-15 00:00:00.000,ag00013,cob00031,ct0003,rf0001,br00001
pol000005369,prod00002,2021-02-26 12:44:29.817,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005369,prod00002,2021-02-26 12:44:29.817,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000005369,prod00002,2021-02-26 12:44:29.817,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,ag00004,cob00003,ct0001,rf0002,br00002
pol000005405,prod00003,2021-02-26 12:46:54.033,2021-02-01 00:00:00.000,2021-07-31 00:00:00.000,ag00004,cob00007,ct0001,rf0004,br00002
pol000005397,prod00002,2021-02-26 13:48:19.103,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00004,ct0001,rf0005,br00002
pol000005397,prod00002,2021-02-26 13:48:19.103,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00001,ct0001,rf0005,br00002
pol000005397,prod00002,2021-02-26 13:48:19.103,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00002,ct0001,rf0005,br00002
pol000005902,prod00015,2021-02-26 15:02:47.900,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00004,cob00034,ct0001,rf0001,br00002
pol000005676,prod00027,2021-02-26 15:07:14.687,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00006,cob00031,ct0001,rf0001,br00002
pol000009953,prod00018,2021-02-26 15:11:53.380,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00012,cob00023,ct0001,rf0002,br00006
pol000005975,prod00015,2021-02-26 15:19:38.777,2021-02-09 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0003,br00002
pol000005815,prod00015,2021-02-26 15:35:43.310,2021-01-01 00:00:00.000,2021-03-31 00:00:00.000,ag00008,cob00034,ct0003,rf0003,br00002
pol000005980,prod00015,2021-02-26 16:06:18.730,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00022,ct0001,rf0005,br00002
pol000005980,prod00015,2021-02-26 16:06:18.730,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000009429,prod00027,2021-02-26 16:21:58.797,2021-02-26 00:00:00.000,2022-02-25 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00005
pol000006009,prod00015,2021-02-26 16:49:57.120,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00022,ct0001,rf0005,br00002
pol000006009,prod00015,2021-02-26 16:49:57.120,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000010572,prod00027,2021-02-26 18:49:24.567,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00044,cob00031,ct0003,rf0001,br00009
pol000011046,prod00027,2021-02-27 11:49:22.317,2021-02-27 00:00:00.000,2021-06-26 00:00:00.000,ag00043,cob00031,ct0001,rf0001,br00007
pol000011039,prod00027,2021-02-27 12:26:46.297,2021-02-19 00:00:00.000,2022-02-18 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000010193,prod00008,2021-02-27 15:29:36.923,2021-01-01 00:00:00.000,2024-12-31 00:00:00.000,ag00043,cob00013,ct0001,rf0002,br00007
pol000010162,prod00027,2021-02-28 09:10:42.893,2021-01-01 00:00:00.000,2021-04-30 00:00:00.000,ag00043,cob00031,ct0001,rf0001,br00007
pol000007464,prod00027,2021-03-01 09:24:38.030,2021-01-21 00:00:00.000,2022-01-20 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000005981,prod00015,2021-03-02 15:04:10.367,2021-02-18 00:00:00.000,2021-04-30 00:00:00.000,ag00004,cob00034,ct0001,rf0003,br00002
pol000006048,prod00015,2021-03-02 15:21:20.150,2021-01-01 00:00:00.000,2021-05-31 00:00:00.000,ag00003,cob00034,ct0001,rf0002,br00002
pol000005944,prod00015,2021-03-02 15:22:11.840,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00005,cob00034,ct0001,rf0003,br00002
pol000005661,prod00021,2021-03-02 16:02:58.997,2021-02-01 00:00:00.000,2021-04-30 00:00:00.000,ag00005,cob00026,ct0001,rf0003,br00002
pol000006024,prod00015,2021-03-02 16:35:17.293,2021-02-24 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006024,prod00015,2021-03-02 16:38:22.717,2021-02-17 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006024,prod00015,2021-03-02 16:41:02.443,2021-02-18 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006030,prod00015,2021-03-02 16:45:07.733,2021-01-27 00:00:00.000,2021-04-30 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000007022,prod00036,2021-03-02 21:00:19.930,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00006,cob00036,ct0001,rf0001,br00002
pol000005889,prod00015,2021-03-02 21:28:33.173,2021-02-01 00:00:00.000,2021-05-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000006123,prod00015,2021-03-03 09:01:29.217,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000005360,prod00002,2021-03-03 09:14:36.130,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00001,ct0001,rf0005,br00002
pol000005360,prod00002,2021-03-03 09:14:36.130,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00003,ct0001,rf0005,br00002
pol000005360,prod00002,2021-03-03 09:14:36.130,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00004,ct0001,rf0005,br00002
pol000005774,prod00012,2021-03-03 09:37:47.563,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00009,cob00016,ct0001,rf0005,br00002
pol000005376,prod00002,2021-03-03 09:58:02.613,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00009,cob00003,ct0001,rf0005,br00002
pol000005376,prod00002,2021-03-03 09:58:02.613,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00009,cob00002,ct0001,rf0005,br00002
pol000005376,prod00002,2021-03-03 09:58:02.613,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00009,cob00004,ct0001,rf0005,br00002
pol000005376,prod00002,2021-03-03 09:58:02.613,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00009,cob00001,ct0001,rf0005,br00002
pol000005909,prod00015,2021-03-03 10:31:08.237,2021-03-02 00:00:00.000,2021-05-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000008018,prod00015,2021-03-03 10:31:20.923,2020-11-01 00:00:00.000,2021-10-31 00:00:00.000,ag00023,cob00034,ct0001,rf0002,br00001
pol000005738,prod00012,2021-03-03 10:54:10.353,2021-03-01 00:00:00.000,2021-03-31 00:00:00.000,ag00004,cob00016,ct0001,rf0005,br00002
pol000006019,prod00015,2021-03-03 11:51:49.343,2021-02-23 00:00:00.000,2021-03-31 00:00:00.000,ag00011,cob00034,ct0001,rf0002,br00002
pol000007569,prod00027,2021-03-03 12:29:35.727,2021-01-22 00:00:00.000,2021-05-21 00:00:00.000,ag00013,cob00031,ct0003,rf0001,br00001
pol000005958,prod00015,2021-03-03 12:42:17.673,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00034,ct0001,rf0005,br00002
pol000005958,prod00015,2021-03-03 12:42:17.673,2021-02-01 00:00:00.000,2021-02-28 00:00:00.000,ag00004,cob00022,ct0001,rf0005,br00002
pol000005470,prod00027,2021-03-03 12:50:18.950,2021-03-01 00:00:00.000,2021-06-30 00:00:00.000,ag00011,cob00031,ct0003,rf0001,br00002
